,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
13948,1.238615599141421e+18,Fri Mar 13 23:59:05 +0000 2020,And I blame him for the virus even being here in the first place 😡,en,[],[],😡,And I blame him for the virus even being here in the first place,And I blame virus even first place,"['and', 'i', 'blame', 'virus', 'even', 'first', 'place']","and,i,blame,virus,even,first,place",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
7354,1.2386130779328717e+18,Fri Mar 13 23:49:04 +0000 2020,"RT @kdub477: If we die we must die lit , this virus ain’t stopping us , 2020 should be lit as we said 😤",en,[],[],😤,": If we die we must die lit , this virus ain’t stopping us , should be lit as we said",If die must die lit virus ’ stopping us lit said,"['if', 'die', 'must', 'die', 'lit', 'virus', 'stopping', 'us', 'lit', 'said']","if,die,must,die,lit,virus,stopping,u,lit,said",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
26474,1.2386836080193577e+18,Sat Mar 14 04:29:20 +0000 2020,XXXTentacion &amp; Ski Mask The Slump God reuniting at Rolling Loud 2018 😔😔🤧,en,[],[],😔😔🤧,XXXTentacion &amp; Ski Mask The Slump God reuniting at Rolling Loud 🤧,XXXTentacion amp Ski Mask The Slump God reuniting Rolling Loud 🤧,"['xxxtentacion', 'amp', 'ski', 'mask', 'the', 'slump', 'god', 'reuniting', 'rolling', 'loud']","xxxtentacion,amp,ski,mask,the,slump,god,reuniting,rolling,loud",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
23270,1.2386704368769925e+18,Sat Mar 14 03:37:00 +0000 2020,"https://t.co/WEBvH7satp on Sedo auction, Start with $500. No reserve

Direct LINK: https://t.co/TY5aWUtF8R

#Mask… https://t.co/6spDmR7g4o",en,"[{'text': 'Mask', 'indices': [108, 113]}]",['mask'],,"on Sedo auction, Start with $500. No reserve Direct LINK: …",Sedo auction Start 500 No reserve Direct LINK …,"['sedo', 'auction', 'start', '500', 'no', 'reserve', 'direct', 'link']","sedo,auction,start,500,no,reserve,direct,link",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
26192,1.2386824262825124e+18,Sat Mar 14 04:24:38 +0000 2020,@RinmeikanGranny Give her a horse mask for Shiori’s horse kink 🤧,en,[],[],🤧,Give her a horse mask for Shiori’s horse kink 🤧,Give horse mask Shiori ’ horse kink 🤧,"['give', 'horse', 'mask', 'shiori', 'horse', 'kink']","give,horse,mask,shiori,horse,kink",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
22974,1.238669321339011e+18,Sat Mar 14 03:32:34 +0000 2020,"I just wanna watch @OmahaBSB  and @easton_smith23  get them a W.. is this too much to ask!!
#nosports  #depressed",en,"[{'text': 'nosports', 'indices': [92, 101]}, {'text': 'depressed', 'indices': [103, 113]}]","['nosports', 'depressed']",,I just wanna watch and get them a W.. is this too much to ask!!,I wan na watch get W.. much ask,"['i', 'wan', 'na', 'watch', 'get', 'w', 'much', 'ask']","i,wan,na,watch,get,w,much,ask",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
10907,1.2386144071621222e+18,Fri Mar 13 23:54:21 +0000 2020,This virus ain’t messing up my mood 🤧 ... RIP POP SMOKE 💨 https://t.co/EzAQ3iOGcP,en,[],[],🤧💨,This virus ain’t messing up my mood 🤧 ... RIP POP SMOKE,This virus ’ messing mood 🤧 ... RIP POP SMOKE,"['this', 'virus', 'messing', 'mood', 'rip', 'pop', 'smoke']","this,virus,messing,mood,rip,pop,smoke",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
6399,1.2386127348680622e+18,Fri Mar 13 23:47:42 +0000 2020,"RT @ShotsRangOut: Talk about taking advantage of a situation. 
&amp; there is not even one case of the #ChineseVirus in her area 🤬

Banning the…",en,"[{'text': 'ChineseVirus', 'indices': [103, 116]}]",['chinesevirus'],🤬,: Talk about taking advantage of a situation. &amp; there is not even one case of the in her area 🤬 Banning the…,Talk taking advantage situation amp even one case area 🤬 Banning the…,"['talk', 'taking', 'advantage', 'situation', 'amp', 'even', 'one', 'case', 'area', 'banning', 'the']","talk,taking,advantage,situation,amp,even,one,case,area,banning,the",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
9184,1.2386137532032492e+18,Fri Mar 13 23:51:45 +0000 2020,Imagine dying from corona virus and niggas are out here making songs about it 😡😡😡,en,[],[],😡😡😡,Imagine dying from corona virus and niggas are out here making songs about it,Imagine dying corona virus niggas making songs,"['imagine', 'dying', 'corona', 'virus', 'niggas', 'making', 'songs']","imagine,dying,corona,virus,nigga,making,song",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,angryclass
3637,1.2386118193269268e+18,Fri Mar 13 23:44:04 +0000 2020,@TeamTrump If Obama was President You wouldn’t be hearing anything about the virus from crap places like cnn 😡 good for nothing media 😡😡😡👎,en,[],[],😡😡😡😡👎,If Obama was President You wouldn’t be hearing anything about the virus from crap places like cnn good for nothing media,If Obama President You ’ hearing anything virus crap places like cnn good nothing media,"['if', 'obama', 'president', 'you', 'hearing', 'anything', 'virus', 'crap', 'places', 'like', 'cnn', 'good', 'nothing', 'media']","if,obama,president,you,hearing,anything,virus,crap,place,like,cnn,good,nothing,medium",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,angryclass
13798,1.2386155438941962e+18,Fri Mar 13 23:58:52 +0000 2020,I found the cure for the virus going around...  🤷‍♀️🤢😬 #Nashville #crickets https://t.co/s1H76W8mLj,en,"[{'text': 'Nashville', 'indices': [55, 65]}, {'text': 'crickets', 'indices': [66, 75]}]","['nashville', 'crickets']",🤷♀🤢😬,I found the cure for the virus going around... 🤷‍️🤢,I found cure virus going around ... 🤷‍️🤢,"['i', 'found', 'cure', 'virus', 'going', 'around']","i,found,cure,virus,going,around",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
18932,1.2386552074305946e+18,Sat Mar 14 02:36:29 +0000 2020,"@misamaokinawa Where's your face mask incel?? 🤢 Stay away, don't touch my replies.",en,[],[],🤢,"Where's your face mask incel?? 🤢 Stay away, don't touch my replies.",Where 's face mask incel 🤢 Stay away n't touch replies,"['where', 'face', 'mask', 'incel', 'stay', 'away', 'touch', 'replies']","where,face,mask,incel,stay,away,touch,reply",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
26345,1.238683055314948e+18,Sat Mar 14 04:27:08 +0000 2020,Should've bought the meat I wanted last week #annoyed https://t.co/PLfhbIY15o,en,"[{'text': 'annoyed', 'indices': [45, 53]}]",['annoyed'],,Should've bought the meat I wanted last week,Should 've bought meat I wanted last week,"['should', 've', 'bought', 'meat', 'i', 'wanted', 'last', 'week']","should,ve,bought,meat,i,wanted,last,week",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
26346,1.2386830585193595e+18,Sat Mar 14 04:27:09 +0000 2020,This nigga got a mask on talkin bout the corona virus but passing round the bottle like it’s a Dutch 🤧,en,[],[],🤧,This nigga got a mask on talkin bout the corona virus but passing round the bottle like it’s a Dutch 🤧,This nigga got mask talkin bout corona virus passing round bottle like ’ Dutch 🤧,"['this', 'nigga', 'got', 'mask', 'talkin', 'bout', 'corona', 'virus', 'passing', 'round', 'bottle', 'like', 'dutch']","this,nigga,got,mask,talkin,bout,corona,virus,passing,round,bottle,like,dutch",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
3077,1.2386116439672586e+18,Fri Mar 13 23:43:22 +0000 2020,RT @sissyycx: Virus going around and y’all still seshing up with your 6 homies hitting the same blunt 🤢🤢🤮🤮 couldn’t be me,en,[],[],🤢🤢🤮🤮,: Virus going around and y’all still seshing up with your homies hitting the same blunt 🤢🤢🤮🤮 couldn’t be me,Virus going around ’ still seshing homies hitting blunt 🤢🤢🤮🤮 ’,"['virus', 'going', 'around', 'still', 'seshing', 'homies', 'hitting', 'blunt']","virus,going,around,still,seshing,homies,hitting,blunt",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,angryclass
12451,1.2386150047248425e+18,Fri Mar 13 23:56:44 +0000 2020,this virus got y'all revealing how dirty y'all actually are 🤮🤮,en,[],[],🤮🤮,this virus got y'all revealing how dirty y'all actually are 🤮🤮,virus got y'all revealing dirty y'all actually 🤮🤮,"['virus', 'got', 'all', 'revealing', 'dirty', 'all', 'actually']","virus,got,all,revealing,dirty,all,actually",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,angryclass
22906,1.238669035920937e+18,Sat Mar 14 03:31:26 +0000 2020,🧝🏻‍♀️ + “YOU WERE NOT CREATED TO LIVE #DEPRESSED; #GUILTY; #CONDEMNED; #ASHAMED; #UNWORTHY! YOU WERE CREATED TO BE… https://t.co/za74BbLDY2,en,"[{'text': 'DEPRESSED', 'indices': [38, 48]}, {'text': 'GUILTY', 'indices': [50, 57]}, {'text': 'CONDEMNED', 'indices': [59, 69]}, {'text': 'ASHAMED', 'indices': [71, 79]}, {'text': 'UNWORTHY', 'indices': [81, 90]}]","['depressed', 'guilty', 'condemned', 'ashamed', 'unworthy']",🧝🏻♀,🧝‍️ + “YOU WERE NOT CREATED TO LIVE ; ; ; ; ! YOU WERE CREATED TO BE…,🧝‍️ “ YOU WERE NOT CREATED TO LIVE YOU WERE CREATED TO BE…,"['you', 'were', 'not', 'created', 'to', 'live', 'you', 'were', 'created', 'to', 'be']","you,were,not,created,to,live,you,were,created,to,be",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
25719,1.2386808290789704e+18,Sat Mar 14 04:18:17 +0000 2020,# black dot facial mask #face #made #mask #pores #powerful https://t.co/4qUCMG5KqD,en,"[{'text': 'face', 'indices': [24, 29]}, {'text': 'made', 'indices': [30, 35]}, {'text': 'mask', 'indices': [36, 41]}, {'text': 'pores', 'indices': [42, 48]}, {'text': 'powerful', 'indices': [49, 58]}]","['face', 'made', 'mask', 'pores', 'powerful']",,black dot facial mask,black dot facial mask,"['black', 'dot', 'facial', 'mask']","black,dot,facial,mask",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
16933,1.2386167868468265e+18,Sat Mar 14 00:03:49 +0000 2020,someone deadass posted a video at the nail salon saying she gonna get corona virus but “fuck it” bitch deadass?? 🤢 y’all disgust me,en,[],[],🤢,someone deadass posted a video at the nail salon saying she gonna get corona virus but “fuck it” bitch deadass?? 🤢 y’all disgust me,someone deadass posted video nail salon saying gon na get corona virus “ fuck ” bitch deadass 🤢 ’ disgust,"['someone', 'deadass', 'posted', 'video', 'nail', 'salon', 'saying', 'gon', 'na', 'get', 'corona', 'virus', 'fuck', 'bitch', 'deadass', 'disgust']","someone,deadass,posted,video,nail,salon,saying,gon,na,get,corona,virus,fuck,bitch,deadass,disgust",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
668,1.2385987343987917e+18,Fri Mar 13 22:52:04 +0000 2020,@airlieyoungsonn has corona virus everyone stay clear 🤢 🦠,en,[],[],🤢🦠,has corona virus everyone stay clear 🤢 🦠,corona virus everyone stay clear 🤢 🦠,"['corona', 'virus', 'everyone', 'stay', 'clear']","corona,virus,everyone,stay,clear",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
25686,1.238680686673961e+18,Sat Mar 14 04:17:43 +0000 2020,"RT @dnahinga: High noon. Sweeping filthy streets with no mask. 

Why? 🤐😤😷 https://t.co/2DVQxeVcjg",en,[],[],🤐😤😷,: High noon. Sweeping filthy streets with no mask. Why? 🤐,High noon Sweeping filthy streets mask Why 🤐,"['high', 'noon', 'sweeping', 'filthy', 'streets', 'mask', 'why']","high,noon,sweeping,filthy,street,mask,why",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
23812,1.2386725943179305e+18,Sat Mar 14 03:45:34 +0000 2020,I found a funny mask at online store. 🧐#mask #nosemask https://t.co/UO95vi8rpf,en,"[{'text': 'mask', 'indices': [39, 44]}, {'text': 'nosemask', 'indices': [45, 54]}]","['mask', 'nosemask']",🧐,I found a funny mask at online store. 🧐,I found funny mask online store 🧐,"['i', 'found', 'funny', 'mask', 'online', 'store']","i,found,funny,mask,online,store",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
19875,1.2386582114918605e+18,Sat Mar 14 02:48:25 +0000 2020,RT @Echinanews: A #mask factory in eastern China's Zhejiang Province has operated around the clock to help meet the demand for supplies. It…,en,"[{'text': 'mask', 'indices': [18, 23]}]",['mask'],,: A factory in eastern China's Zhejiang Province has operated around the clock to help meet the demand for supplies. It…,A factory eastern China 's Zhejiang Province operated around clock help meet demand supplies It…,"['a', 'factory', 'eastern', 'china', 'zhejiang', 'province', 'operated', 'around', 'clock', 'help', 'meet', 'demand', 'supplies', 'it']","a,factory,eastern,china,zhejiang,province,operated,around,clock,help,meet,demand,supply,it",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
11170,1.238614509507367e+18,Fri Mar 13 23:54:46 +0000 2020,"@DVATW What a impudent &amp; unscrupulous CCP propaganda! 🤬

Covered and controlled information of #WuhanCoronavirus at… https://t.co/EmynDmCBd2",en,"[{'text': 'WuhanCoronavirus', 'indices': [99, 116]}]",['wuhancoronavirus'],🤬,What a impudent &amp; unscrupulous CCP propaganda! 🤬 Covered and controlled information of at…,What impudent amp unscrupulous CCP propaganda 🤬 Covered controlled information at…,"['what', 'impudent', 'amp', 'unscrupulous', 'ccp', 'propaganda', 'covered', 'controlled', 'information', 'at']","what,impudent,amp,unscrupulous,ccp,propaganda,covered,controlled,information,at",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
24849,1.238676949444309e+18,Sat Mar 14 04:02:52 +0000 2020,"Fear of anger and avoidance of conflict 
#anger
https://t.co/bSAstA5EAg",en,"[{'text': 'anger', 'indices': [41, 47]}]",['anger'],,Fear of anger and avoidance of conflict,Fear anger avoidance conflict,"['fear', 'anger', 'avoidance', 'conflict']","fear,anger,avoidance,conflict",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
19443,1.2386567936994222e+18,Sat Mar 14 02:42:47 +0000 2020,"RT @TheTwinPowers: Seeing cruelty can make us #angry, instead let it strengthen your resolve to be compassionate and #loving. 

.

#bestron…",en,"[{'text': 'angry', 'indices': [46, 52]}, {'text': 'loving', 'indices': [117, 124]}]","['angry', 'loving']",,": Seeing cruelty can make us , instead let it strengthen your resolve to be compassionate and . . …",Seeing cruelty make us instead let strengthen resolve compassionate …,"['seeing', 'cruelty', 'make', 'us', 'instead', 'let', 'strengthen', 'resolve', 'compassionate']","seeing,cruelty,make,u,instead,let,strengthen,resolve,compassionate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
8005,1.2386133222971556e+18,Fri Mar 13 23:50:03 +0000 2020,RT @carmii_: this dumbass virus making my job close 🤬,en,[],[],🤬,: this dumbass virus making my job close 🤬,dumbass virus making job close 🤬,"['dumbass', 'virus', 'making', 'job', 'close']","dumbass,virus,making,job,close",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
8492,1.238613506540417e+18,Fri Mar 13 23:50:46 +0000 2020,"People aren’t shaking each other’s hands because of corona virus.... 

I’m not shaking hands cuzz every one is out of toilet paper 🤮",en,[],[],🤮,People aren’t shaking each other’s hands because of corona virus.... I’m not shaking hands cuzz every one is out of toilet paper 🤮,People ’ shaking ’ hands corona virus ... I ’ shaking hands cuzz every one toilet paper 🤮,"['people', 'shaking', 'hands', 'corona', 'virus', 'i', 'shaking', 'hands', 'cuzz', 'every', 'one', 'toilet', 'paper']","people,shaking,hand,corona,virus,i,shaking,hand,cuzz,every,one,toilet,paper",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
7989,1.2386133132794716e+18,Fri Mar 13 23:50:00 +0000 2020,Lol it takes this virus for people to start being hygienic 🤢,en,[],[],🤢,Lol it takes this virus for people to start being hygienic 🤢,Lol takes virus people start hygienic 🤢,"['lol', 'takes', 'virus', 'people', 'start', 'hygienic']","lol,take,virus,people,start,hygienic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
1433,1.2386010740655063e+18,Fri Mar 13 23:01:22 +0000 2020,RT @mylajhorizon: Tested positive for need my meat sucked syndrome 🤧,en,[],[],🤧,: Tested positive for need my meat sucked syndrome 🤧,Tested positive need meat sucked syndrome 🤧,"['tested', 'positive', 'need', 'meat', 'sucked', 'syndrome']","tested,positive,need,meat,sucked,syndrome",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
19446,1.2386568014421606e+18,Sat Mar 14 02:42:49 +0000 2020,"CORONAVIRUS EPIDEMIC IS REAL 
.

#coronamemes #coronavirusmemes #coronavirus #barbershop #funny #mask #wshh… https://t.co/u0MYTDwgvR",en,"[{'text': 'coronamemes', 'indices': [33, 45]}, {'text': 'coronavirusmemes', 'indices': [46, 63]}, {'text': 'coronavirus', 'indices': [64, 76]}, {'text': 'barbershop', 'indices': [77, 88]}, {'text': 'funny', 'indices': [89, 95]}, {'text': 'mask', 'indices': [96, 101]}, {'text': 'wshh', 'indices': [102, 107]}]","['coronamemes', 'coronavirusmemes', 'coronavirus', 'barbershop', 'funny', 'mask', 'wshh']",,CORONAVIRUS EPIDEMIC IS REAL . …,CORONAVIRUS EPIDEMIC IS REAL …,"['coronavirus', 'epidemic', 'is', 'real']","coronavirus,epidemic,is,real",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
24387,1.2386749974404014e+18,Sat Mar 14 03:55:07 +0000 2020,Amazing.. Jez was just awarded a Starred Image for this image   https://t.co/J87UQ1gmf6  #nsfw #adultmodels #adult #Boots #Mask #Nude #Open,en,"[{'text': 'nsfw', 'indices': [89, 94]}, {'text': 'adultmodels', 'indices': [95, 107]}, {'text': 'adult', 'indices': [108, 114]}, {'text': 'Boots', 'indices': [115, 121]}, {'text': 'Mask', 'indices': [122, 127]}, {'text': 'Nude', 'indices': [128, 133]}, {'text': 'Open', 'indices': [134, 139]}]","['nsfw', 'adultmodels', 'adult', 'boots', 'mask', 'nude', 'open']",,Amazing.. Jez was just awarded a Starred Image for this image,Amazing.. Jez awarded Starred Image image,"['amazing', 'jez', 'awarded', 'starred', 'image', 'image']","amazing,jez,awarded,starred,image,image",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
23364,1.2386707829867684e+18,Sat Mar 14 03:38:22 +0000 2020,now I regret not getting one when they came out 😡,en,[],[],😡,now I regret not getting one when they came out,I regret getting one came,"['i', 'regret', 'getting', 'one', 'came']","i,regret,getting,one,came",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
5499,1.238612427991892e+18,Fri Mar 13 23:46:29 +0000 2020,"RT @Bruce37074875: @Sparks80079110 did her delay have sumthing to do with the release of the Chinese Communist Party Virus?
🤔😠🤧😷👉💥💀😡🤬🤔😱😠",en,[],[],🤔😠🤧😷👉💥💀😡🤬🤔😱😠,: did her delay have sumthing to do with the release of the Chinese Communist Party Virus? 🤔🤧🤬🤔,delay sumthing release Chinese Communist Party Virus 🤔🤧🤬🤔,"['delay', 'sumthing', 'release', 'chinese', 'communist', 'party', 'virus']","delay,sumthing,release,chinese,communist,party,virus",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,5,5,angryclass
5887,1.2386125627423048e+18,Fri Mar 13 23:47:01 +0000 2020,Lock his ass up.. he jus out here contaminating mfs 🤬,en,[],[],🤬,Lock his ass up.. he jus out here contaminating mfs 🤬,Lock ass up.. jus contaminating mfs 🤬,"['lock', 'ass', 'up', 'jus', 'contaminating', 'mfs']","lock,as,up,jus,contaminating,mf",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
7194,1.2386130187763876e+18,Fri Mar 13 23:48:50 +0000 2020,"Kanye knew how to combat the virus before it was even a thing, thank you Kanye 🙌🏻🙌🏻😤 https://t.co/3xq0SIDRTR",en,[],[],🙌🏻🙌🏻😤,"Kanye knew how to combat the virus before it was even a thing, thank you Kanye",Kanye knew combat virus even thing thank Kanye,"['kanye', 'knew', 'combat', 'virus', 'even', 'thing', 'thank', 'kanye']","kanye,knew,combat,virus,even,thing,thank,kanye",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
26433,1.2386834036600996e+18,Sat Mar 14 04:28:31 +0000 2020,"RT @erlinzhang: Again, she's wearing the ""two-winged folded paper"" mask 🤧
Stay safe lil bub 🥺 https://t.co/4Q0QvS1GFP",en,[],[],🤧🥺,": Again, she's wearing the ""two-winged folded paper"" mask 🤧 Stay safe lil bub 🥺",Again 's wearing `` two-winged folded paper '' mask 🤧 Stay safe lil bub 🥺,"['again', 'wearing', 'two', 'winged', 'folded', 'paper', 'mask', 'stay', 'safe', 'lil', 'bub']","again,wearing,two,winged,folded,paper,mask,stay,safe,lil,bub",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
21085,1.2386623567432827e+18,Sat Mar 14 03:04:53 +0000 2020,"""I want you to live without any dark cloud, so don't hate this temporary rain."" #AquaTimezQuotez #Mask",en,"[{'text': 'AquaTimezQuotez', 'indices': [80, 96]}, {'text': 'Mask', 'indices': [97, 102]}]","['aquatimezquotez', 'mask']",,"""I want you to live without any dark cloud, so don't hate this temporary rain.""",`` I want live without dark cloud n't hate temporary rain '',"['i', 'want', 'live', 'without', 'dark', 'cloud', 'hate', 'temporary', 'rain']","i,want,live,without,dark,cloud,hate,temporary,rain",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
11985,1.238614814605402e+18,Fri Mar 13 23:55:58 +0000 2020,"The whole world has gone mad and we have fallen down the rabbit hole.
.
.
#coronavirus #covid19 #mask #gasmask… https://t.co/H0DdpEWwjd",en,"[{'text': 'coronavirus', 'indices': [74, 86]}, {'text': 'covid19', 'indices': [87, 95]}, {'text': 'mask', 'indices': [96, 101]}, {'text': 'gasmask', 'indices': [102, 110]}]","['coronavirus', 'covid19', 'mask', 'gasmask']",,The whole world has gone mad and we have fallen down the rabbit hole. . . …,The whole world gone mad fallen rabbit hole …,"['the', 'whole', 'world', 'gone', 'mad', 'fallen', 'rabbit', 'hole']","the,whole,world,gone,mad,fallen,rabbit,hole",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
4011,1.2386119337433457e+18,Fri Mar 13 23:44:31 +0000 2020,RT @kiimikazee: This virus done ruined ALL my plans before my parents even got the chance to😤now we all mad,en,[],[],😤,: This virus done ruined ALL my plans before my parents even got the chance tonow we all mad,This virus done ruined ALL plans parents even got chance tonow mad,"['this', 'virus', 'done', 'ruined', 'all', 'plans', 'parents', 'even', 'got', 'chance', 'tonow', 'mad']","this,virus,done,ruined,all,plan,parent,even,got,chance,tonow,mad",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
14719,1.2386159047258276e+18,Sat Mar 14 00:00:18 +0000 2020,@asmth_ i trust them. positive thoughts only 😤,en,[],[],😤,i trust them. positive thoughts only,trust positive thoughts,"['trust', 'positive', 'thoughts']","trust,positive,thought",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
11241,1.2386145384860099e+18,Fri Mar 13 23:54:52 +0000 2020,"Corona pissing me off now, rather catch the virus than have flights cancelled 😤",en,[],[],😤,"Corona pissing me off now, rather catch the virus than have flights cancelled",Corona pissing rather catch virus flights cancelled,"['corona', 'pissing', 'rather', 'catch', 'virus', 'flights', 'cancelled']","corona,pissing,rather,catch,virus,flight,cancelled",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
6816,1.238612885179224e+18,Fri Mar 13 23:48:18 +0000 2020,Everyone pray for @Lizzyylu97 🤞🏻🤧,en,[],[],🤞🏻🤧,Everyone pray for 🤞🤧,Everyone pray 🤞🤧,"['everyone', 'pray']","everyone,pray",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
13777,1.2386155351113318e+18,Fri Mar 13 23:58:50 +0000 2020,i thought i had corona virus but the doctors said it’s just covid-19😤💯 https://t.co/JzM1GDDJrJ,en,[],[],😤💯,i thought i had corona virus but the doctors said it’s just covid-19,thought corona virus doctors said ’ covid-19,"['thought', 'corona', 'virus', 'doctors', 'said']","thought,corona,virus,doctor,said",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
25766,1.2386810211572e+18,Sat Mar 14 04:19:03 +0000 2020,#CoronaOutbreak #COVIDー19 has taught me that I have crazy unrealistic #anxious #thoughts. Family talks are everythi… https://t.co/zPTyOrUwCK,en,"[{'text': 'CoronaOutbreak', 'indices': [0, 15]}, {'text': 'COVIDー19', 'indices': [16, 25]}, {'text': 'anxious', 'indices': [70, 78]}, {'text': 'thoughts', 'indices': [79, 88]}]","['coronaoutbreak', 'covidー19', 'anxious', 'thoughts']",,has taught me that I have crazy unrealistic . Family talks are everythi…,taught I crazy unrealistic Family talks everythi…,"['taught', 'i', 'crazy', 'unrealistic', 'family', 'talks', 'everythi']","taught,i,crazy,unrealistic,family,talk,everythi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
23740,1.2386723348079124e+18,Sat Mar 14 03:44:32 +0000 2020,"There are somethings worse than viral outbreaks :(
#hatred #hatecrimes #hatred #discrimination #dfordelhi… https://t.co/XfHV7LTRQy",en,"[{'text': 'hatred', 'indices': [51, 58]}, {'text': 'hatecrimes', 'indices': [59, 70]}, {'text': 'hatred', 'indices': [71, 78]}, {'text': 'discrimination', 'indices': [79, 94]}, {'text': 'dfordelhi', 'indices': [95, 105]}]","['hatred', 'hatecrimes', 'hatred', 'discrimination', 'dfordelhi']",,There are somethings worse than viral outbreaks …,There somethings worse viral outbreaks …,"['there', 'somethings', 'worse', 'viral', 'outbreaks']","there,somethings,worse,viral,outbreak",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
23866,1.2386727953594614e+18,Sat Mar 14 03:46:22 +0000 2020,"Gloomy morning down to kedungu and was good size 🌊 🏄 
#kedungu #gloomy #morning #surf #funwave #surfguiding… https://t.co/mVp2yxqpf0",en,"[{'text': 'kedungu', 'indices': [54, 62]}, {'text': 'gloomy', 'indices': [63, 70]}, {'text': 'morning', 'indices': [71, 79]}, {'text': 'surf', 'indices': [80, 85]}, {'text': 'funwave', 'indices': [86, 94]}, {'text': 'surfguiding', 'indices': [95, 107]}]","['kedungu', 'gloomy', 'morning', 'surf', 'funwave', 'surfguiding']",🌊🏄,Gloomy morning down to kedungu and was good size …,Gloomy morning kedungu good size …,"['gloomy', 'morning', 'kedungu', 'good', 'size']","gloomy,morning,kedungu,good,size",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
